Country,Longitude,Latitude,LocationId
CN,121.48,31.29,2629
CN,121.51,31.3,2630
CN,121.36,31.39,2631
CN,121.5,31.24,2632
CN,121.51,31.31,2633
CN,121.44,31.24,2634
CN,121.49,31.23,2635
CN,121.42,31.22,2636
CN,121.44,31.19,2637
CN,121.59,31.27,2638
CN,121.82,30.87,2639
CN,121.53,31.21,2640
CN,121.5,31.08,2641
CN,121.39,31.2,2642
CN,121.28,31.33,2643
CN,121.35,31.22,2644
CN,121.47,31.22,2645
CN,121.5,31.24,2646
CN,121.42,31.26,2647
CN,121.52,31.09,2648
CN,121.7,31.2,2649
CN,121.48,31.25,2650
CN,121.09,31.14,2651
CN,121.43,31.23,2652
CN,121.82,30.91,2653
CN,121.33,30.76,2654
CN,121.39,31.14,2655
CN,121.49,31.26,2656
CN,121.06,31.11,2657
CN,121.4,31.2,2658
CN,121.39,31.2,2659
CN,121.37,31.17,2660
CN,121.38,31.25,2661
CN,121.39,31.19,2662
CN,121.45,31.21,2663
CN,121.8,31.15,2664
CN,121.6,31.2,2665
CN,121.43,31.2,2666
CN,121.47,31.24,2667
CN,121.57,31.16,2668
CN,121.51,31.24,2669
CN,121.49,31.18,2670
CN,121.51,31.23,2671
CN,121.48,31.29,2672
CN,121.39,31.24,2673
CN,121.43,31.17,2674
CN,121.48,31.4,2675
CN,121.43,31.21,2676
CN,121.41,31.28,2677
CN,121.52,31.23,2678
CN,121.41,31.27,2679
CN,121.47,31.21,2680
CN,121.31,31.2,2681
CN,121.53,31.23,2682
CN,121.43,31.2,2683
CN,121.29,31.21,2684
CN,121.54,31.19,2685
CN,121.23,31.23,2686
CN,121.24,31.39,2687
CN,121.48,31.24,2688
CN,121.4,31.2,2689
CN,121.47,31.22,2690
CN,121.45,31.22,2691
CN,121.42,31.24,2692
CN,121.49,31.22,2693
CN,121.23,31.05,2694
CN,121.45,31.22,2695
CN,121.16,31.29,2696
CN,121.47,31.2,2697
CN,121.51,31.14,2698
CN,121.4,31.17,2699
CN,121.5,31.24,2700
CN,121.36,31.23,2701
CN,121.39,31.19,2702
CN,121.34,31.27,2703
CN,121.35,31.22,2704
CN,121.44,31.28,2705
CN,121.45,31.22,2706
CN,121.46,31.12,2707
CN,121.49,31.39,2708
CN,121.54,31.23,2709
CN,121.44,31.19,2710
CN,121.44,31.3,2711
CN,121.61,31.31,2712
CN,121.26,31.35,2713
CN,121.46,31.25,2714
CN,121.44,31.28,2715
CN,121.51,31.24,2716
CN,121.46,31.3,2717
CN,121.46,31.22,2718
CN,121.4,31.22,2719
CN,121.56,31.23,2720
CN,121.46,30.94,2721
CN,121.38,31.24,2722
CN,121.49,31.23,2723
CN,121.36,31.14,2724
CN,121.44,31.2,2725
CN,121.39,31.32,2726
CN,121.52,31.23,2727
CN,121.47,31.23,2728
CN,121.56,31.15,2729
CN,121.51,31.4,2730
CN,121.52,31.26,2731
CN,121.51,31.16,2732
CN,121.49,31.21,2733
CN,121.51,31.25,2734
CN,121.31,31.19,2735
CN,121.52,31.29,2736
CN,121.38,31.23,2737
CN,121.46,31.23,2738
CN,121.52,31.3,2739
CN,121.47,31.22,2740
CN,121.53,31.22,2741
CN,121.46,31.22,2742
CN,121.48,31.24,2743
CN,121.39,31.21,2744
CN,121.5,31.23,2745
CN,121.26,31.35,2746
CN,121.5,31.24,2747
CN,121.42,31.21,2748
CN,121.44,31.33,2749
CN,121.44,31.22,2750
CN,121.37,31.36,2751
CN,121.45,31.14,2752
CN,121.4,31.16,2753
CN,121.48,31.23,2754
CN,121.49,31.25,2755
CN,121.51,31.24,2756
CN,121.22,31.04,2757
CN,121.33,31.19,2758
CN,121.39,31.03,2759
CN,121.5,31.24,2760
CN,121.48,31.23,2761
CN,121.28,31.39,2762
CN,121.41,31.22,2763
CN,121.49,31.19,2764
CN,121.35,31.19,2765
CN,121.53,31.22,2766
CN,121.49,31.18,2767
CN,121.46,31.22,2768
CN,121.35,31.22,2769
CN,121.42,31.22,2770
CN,121.35,31.16,2771
CN,121.5,31.22,2772
CN,121.4,31.21,2773
CN,121.44,31.22,2774
CN,121.59,31.34,2775
CN,121.43,31.2,2776
CN,121.4,31.2,2777
CN,121.22,31.05,2778
CN,121.22,31.04,2779
CN,121.32,31.15,2780
CN,121.46,31.23,2781
CN,121.81,31.15,2782
CN,121.59,31.35,2783
CN,121.48,31.22,2784
CN,121.32,31.19,2785
CN,121.48,31.23,2786
CN,121.56,31.21,2787
CN,121.11,31.15,2788
CN,121.48,31.23,2789
CN,121.53,31.23,2790
CN,121.48,30.92,2791
CN,121.19,31.29,2792
CN,121.42,31.2,2793
CN,121.61,31.27,2794
CN,121.61,31.13,2795
CN,121.46,31.23,2796
CN,121.45,31.23,2797
CN,121.45,31.21,2798
CN,121.52,31.28,2799
CN,121.44,31.24,2800
CN,121.48,31.23,2801
CN,121.46,31.3,2802
CN,121.5,31.17,2803
CN,121.37,31.26,2804
CN,121.45,31.22,2805
CN,121.5,31.32,2806
CN,121.48,31.27,2807
CN,121.57,31.35,2808
CN,121.5,31.34,2809
CN,121.49,31.23,2810
CN,121.46,31.23,2811
CN,121.17,31.27,2812
CN,121.44,31.2,2813
CN,121.53,31.22,2814
CN,121.46,31.23,2815
CN,121.42,31.2,2816
CN,121.45,31.32,2817
CN,121.44,31.19,2818
CN,121.5,31.26,2819
CN,121.23,31,2820
CN,121.6,31.2,2821
CN,121.4,31.21,2822
CN,121.5,31.24,2823
CN,121.67,31.16,2824
CN,121.43,31.13,2825
CN,121.53,31.22,2826
CN,121.42,31.22,2827
CN,121.61,31.28,2828
CN,121.58,31.26,2829
CN,121.35,30.73,2830
CN,121.43,31.15,2831
CN,121.46,31.19,2832
CN,121.42,31.18,2833
CN,121.5,31.24,2834
CN,121.46,31.22,2835
CN,121.39,31.21,2836
CN,121.49,31.24,2837
CN,121.49,30.92,2838
CN,121.36,31.16,2839
CN,121.38,31.22,2840
CN,121.4,31.17,2841
CN,121.4,31.17,2842
CN,121.51,31.24,2843
CN,121.44,31.2,2844
CN,121.45,31.25,2845
CN,121.42,31.19,2846
CN,121.62,31.26,2847
CN,121.46,31.25,2848
CN,121.32,31.09,2849
CN,121.47,31.21,2850
CN,121.53,31.27,2851
CN,121.37,31.16,2852
CN,121.51,31.3,2853
CN,121.43,31.17,2854
CN,121.47,31.21,2855
CN,121.38,31.23,2856
CN,121.4,31.09,2857
CN,121.44,31.18,2858
CN,121.55,31.2,2859
CN,121.45,31.23,2860
CN,121.69,31.03,2861
CN,121.58,31.24,2862
CN,121.51,31.1,2863
CN,121.46,31.19,2864
CN,121.45,31.32,2865
CN,121.24,31.06,2866
CN,121.48,31.23,2867
CN,121.4,31.15,2868
CN,121.32,31.19,2869
CN,121.35,31.1,2870
CN,121.32,31.24,2871
CN,121.48,31.21,2872
CN,121.51,31.29,2873
CN,121.37,31.35,2874
CN,121.4,31.16,2875
CN,121.45,31.24,2876
CN,121.32,31.29,2877
CN,121.46,31.26,2878
CN,121.4,31.21,2879
CN,121.47,31.22,2880
CN,121.51,31.26,2881
CN,121.43,31.16,2882
CN,121.44,31.34,2883
CN,121.47,31.24,2884
CN,121.46,30.91,2885
CN,121.43,31.23,2886
CN,121.54,31.27,2887
CN,121.46,31.19,2888
CN,121.68,31.24,2889
CN,121.51,31.24,2890
CN,121.51,31.33,2891
CN,121.48,31.23,2892
CN,121.45,31.22,2893
CN,121.34,31.17,2894
CN,121.47,31.22,2895
CN,121.43,31.2,2896
CN,121.58,31.12,2897
CN,121.41,31.23,2898
CN,121.52,31.32,2899
CN,121.45,31.22,2900
CN,121.42,31.2,2901
CN,121.4,31.1,2902
CN,121.5,31.23,2903
CN,121.77,31.2,2904
CN,121.56,31.27,2905
CN,121.44,31.24,2906
CN,121.47,31.24,2907
CN,121.35,31.16,2908
CN,121.76,31.05,2909
CN,121.23,31.02,2910
CN,121.45,31.17,2911
CN,121.51,31.26,2912
CN,121.45,31.22,2913
CN,121.54,31.23,2914
CN,121.36,31.22,2915
CN,121.46,31.23,2916
CN,121.41,31.27,2917
CN,121.34,31.26,2918
CN,121.44,31.19,2919
CN,121.43,31.18,2920
CN,121.48,31.24,2921
CN,121.49,31.24,2922
CN,121.46,31.2,2923
CN,121.43,31.21,2924
CN,121.33,31.19,2925
CN,121.38,31.17,2926
CN,121.39,31.09,2927
CN,121.42,31.18,2928
CN,121.44,31.19,2929
CN,121.54,31.29,2930
CN,121.59,31.26,2931
CN,121.45,31.2,2932
CN,121.4,31.21,2933
CN,121.39,31.15,2934
CN,121.4,31.21,2935
CN,121.22,31.29,2936
CN,121.38,31.11,2937
CN,121.38,31.32,2938
CN,121.41,31.21,2939
CN,121.62,31.28,2940
CN,121.52,31.23,2941
CN,121.33,31.19,2942
CN,121.44,31.25,2943
CN,121.41,31.1,2944
CN,121.49,31.24,2945
CN,121.52,31.24,2946
CN,121.45,31.27,2947
CN,121.39,31.11,2948
CN,121.52,31.23,2949
CN,121.49,31.29,2950
CN,121.42,31.24,2951
CN,121.47,31.25,2952
CN,121.53,31.22,2953
CN,121.47,31.23,2954
CN,121.37,31.22,2955
CN,121.59,31.2,2956
CN,121.44,31.37,2957
CN,121.45,31.28,2958
CN,121.48,31.22,2959
CN,121.48,31.21,2960
CN,121.44,31.2,2961
CN,121.26,31.38,2962
CN,121.61,31.26,2963
CN,121.55,31.23,2964
CN,121.48,31.2,2965
CN,121.48,31.24,2966
CN,121.44,31.18,2967
CN,121.59,31.31,2968
CN,121.52,31.3,2969
CN,121.81,31.15,2970
CN,121.41,31.21,2971
CN,121.53,31.3,2972
CN,121.48,31.24,2973
CN,121.47,31.23,2974
CN,121.52,31.23,2975
CN,121.5,31.24,2976
CN,121.47,31.23,2977
CN,121.81,31.15,2978
CN,121.52,31.31,2979
CN,121.48,31.23,2980
CN,121.32,31.31,2981
CN,121.53,31.26,2982
CN,121.48,31.27,2983
CN,121.32,31.3,2984
CN,121.54,31.26,2985
CN,121.51,31.3,2986
CN,121.38,31.11,2987
CN,121.4,31.21,2988
CN,121.43,31.37,2989
CN,121.43,31.2,2990
CN,121.36,31.22,2991
CN,121.44,31.23,2992
CN,121.46,31.21,2993
CN,121.41,31.18,2994
CN,121.47,31.32,2995
CN,121.47,31.22,2996
CN,121.53,31.18,2997
CN,121.49,31.2,2998
CN,121.51,31.23,2999
CN,121.45,31.23,3000
CN,121.47,31.22,3001
CN,121.49,31.18,3002
CN,121.47,31.24,3003
CN,121.51,31.24,3004
CN,121.48,31.27,3005
CN,121.43,31.22,3006
CN,121.52,31.29,3007
CN,121.33,30.73,3008
CN,121.46,31.22,3009
CN,121.53,31.22,3010
CN,121.5,31.25,3011
CN,121.43,31.22,3012
CN,121.49,31.32,3013
CN,121.51,31.22,3014
CN,121.45,31.23,3015
CN,121.41,31.21,3016
CN,121.47,31.23,3017
CN,121.48,31.24,3018
CN,121.36,31.21,3019
CN,121.47,31.21,3020
CN,121.49,31.24,3021
CN,121.42,31.28,3022
CN,121.63,31.21,3023
CN,121.43,31.19,3024
CN,121.42,31.19,3025
CN,121.57,31.11,3026
CN,121.5,31.26,3027
CN,121.48,31.25,3028
CN,121.17,30.89,3029
CN,121.42,31.22,3030
CN,121.49,31.25,3031
CN,121.38,31.16,3032
CN,121.47,31.23,3033
CN,121.26,31.02,3034
CN,121.45,31.22,3035
CN,121.4,31.11,3036
CN,121.43,31.17,3037
CN,121.74,31.04,3038
CN,121.48,31.2,3039
CN,121.54,31.22,3040
CN,121.53,31.22,3041
CN,121.55,31.21,3042
CN,121.45,31.19,3043
CN,121.47,31.28,3044
CN,121.43,31.23,3045
CN,121.59,31.24,3046
CN,121.37,31.21,3047
CN,121.53,31.21,3048
CN,121.4,31.16,3049
CN,121.53,31.18,3050
CN,121.44,31.19,3051
CN,121.44,31.19,3052
CN,121.4,31.22,3053
CN,121.49,31.3,3054
CN,121.59,31.28,3055
CN,121.55,31.22,3056
CN,121.28,31.2,3057
CN,121.56,31.21,3058
CN,121.61,31.25,3059
CN,121.48,31.23,3060
CN,121.6,29.89,3061
CN,121.61,31.27,3062
CN,120.75,31.64,3063
CN,119.95,31.69,3064
CN,118.81,32.06,3065
CN,121.17,31.88,3066
CN,121.18,32.31,3067
CN,121.19,31.89,3068
CN,120.88,32.01,3069
CN,120.55,31.88,3070
CN,120.67,31.31,3071
CN,120.98,31.35,3072
CN,118.79,31.99,3073
CN,118.89,32.05,3074
CN,118.73,31.99,3075
CN,119.05,32.03,3076
CN,118.79,32.01,3077
CN,118.77,32.05,3078
CN,118.74,32.03,3079
CN,118.77,32.07,3080
CN,118.78,32.03,3081
CN,118.84,32.34,3082
CN,118.82,31.93,3083
CN,118.78,32.07,3084
CN,118.74,32.03,3085
CN,118.87,31.32,3086
CN,118.74,32.03,3087
CN,118.84,31.95,3088
CN,118.8,32.04,3089
CN,118.79,32.04,3090
CN,118.71,32,3091
CN,118.88,31.32,3092
CN,118.82,31.93,3093
CN,118.83,31.87,3094
CN,118.73,32,3095
CN,118.72,32.14,3096
CN,118.7,32.11,3097
CN,118.78,32.06,3098
CN,118.78,32.04,3099
CN,118.75,31.91,3100
CN,118.78,32.07,3101
CN,118.79,32.02,3102
CN,118.9,31.91,3103
CN,118.78,32.07,3104
CN,118.78,32.04,3105
CN,118.81,32.1,3106
CN,118.78,32.04,3107
CN,118.82,31.95,3108
CN,118.79,32.04,3109
CN,118.78,32.04,3110
CN,118.79,32.06,3111
CN,118.8,31.97,3112
CN,118.79,32.02,3113
CN,118.73,32,3114
CN,118.78,32.04,3115
CN,118.87,31.77,3116
CN,118.78,32.07,3117
CN,118.8,31.97,3118
CN,118.79,32.02,3119
CN,118.87,31.77,3120
CN,118.77,32.01,3121
CN,118.75,32.05,3122
CN,118.76,32.23,3123
CN,118.73,32.03,3124
CN,118.78,32.04,3125
CN,118.8,32.04,3126
CN,118.65,32.07,3127
CN,118.78,32.04,3128
CN,118.82,31.93,3129
CN,118.79,32.06,3130
CN,118.79,32.09,3131
CN,118.78,32.04,3132
CN,118.72,32,3133
CN,118.8,32.05,3134
CN,118.87,32.04,3135
CN,118.82,31.95,3136
CN,118.82,31.94,3137
CN,118.79,32.02,3138
CN,118.74,32.06,3139
CN,118.73,32.01,3140
CN,118.79,32.04,3141
CN,118.74,32.05,3142
CN,118.78,32.06,3143
CN,118.79,32.04,3144
CN,118.82,31.93,3145
CN,120.55,32.39,3146
CN,120.87,32.02,3147
CN,120.99,31.87,3148
CN,120.9,31.97,3149
CN,121.67,31.8,3150
CN,120.89,31.97,3151
CN,120.88,32.01,3152
CN,121.66,31.81,3153
CN,120.95,31.92,3154
CN,120.87,32.02,3155
CN,120.47,32.54,3156
CN,120.86,32.04,3157
CN,120.89,31.97,3158
CN,120.88,32,3159
CN,120.86,32.05,3160
CN,120.83,32.04,3161
CN,120.87,32.02,3162
CN,121.07,32.09,3163
CN,120.99,31.87,3164
CN,120.56,32.39,3165
CN,120.94,31.92,3166
CN,120.64,31.17,3167
CN,121.12,31.44,3168
CN,121.11,31.45,3169
CN,121.14,31.46,3170
CN,120.15,32.51,3171
CN,119.81,31.31,3172
CN,119.82,31.37,3173
CN,119.85,31.36,3174
CN,118.29,33.95,3175
CN,118.29,33.95,3176
CN,118.8,34.1,3177
CN,118.3,33.95,3178
CN,119.94,31.73,3179
CN,119.95,31.78,3180
CN,119.98,31.83,3181
CN,119.98,31.84,3182
CN,119.95,31.73,3183
CN,119.95,31.78,3184
CN,119.96,31.72,3185
CN,119.95,31.7,3186
CN,119.96,31.78,3187
CN,119.97,31.82,3188
CN,119.96,31.78,3189
CN,119.59,31.73,3190
CN,119.95,31.71,3191
CN,119.95,31.78,3192
CN,120,31.82,3193
CN,119.97,31.82,3194
CN,119.97,31.83,3195
CN,119.94,31.72,3196
CN,119.96,31.76,3197
CN,119.96,31.78,3198
CN,119.85,31.79,3199
CN,119.98,31.84,3200
CN,119.48,31.42,3201
CN,119.95,31.77,3202
CN,119.89,31.79,3203
CN,119.98,31.81,3204
CN,120.76,31.64,3205
CN,120.74,31.64,3206
CN,120.74,31.65,3207
CN,120.75,31.67,3208
CN,120.76,31.65,3209
CN,120.75,31.63,3210
CN,120.52,31.87,3211
CN,120.55,31.86,3212
CN,117.96,33.9,3213
CN,117.16,34.26,3214
CN,117.2,34.27,3215
CN,117.98,34.33,3216
CN,117.19,34.19,3217
CN,117.24,34.25,3218
CN,117.19,34.27,3219
CN,119.83,32.24,3220
CN,119.44,32.39,3221
CN,119.42,32.4,3222
CN,119.43,32.39,3223
CN,119.43,32.39,3224
CN,119.45,32.4,3225
CN,119.42,32.36,3226
CN,119.43,32.4,3227
CN,119.4,32.37,3228
CN,119.43,32.39,3229
CN,119.4,32.38,3230
CN,119.38,32.38,3231
CN,119.56,32.42,3232
CN,120.34,31.59,3233
CN,120.28,31.49,3234
CN,120.3,31.58,3235
CN,120.38,31.53,3236
CN,120.31,31.56,3237
CN,119.84,31.36,3238
CN,120.31,31.49,3239
CN,120.29,31.57,3240
CN,120.3,31.49,3241
CN,120.39,31.58,3242
CN,120.26,31.54,3243
CN,120.3,31.58,3244
CN,120.43,31.5,3245
CN,120.28,31.53,3246
CN,120.24,31.61,3247
CN,120.28,31.9,3248
CN,120.31,31.55,3249
CN,120.28,31.51,3250
CN,120.27,31.56,3251
CN,120.27,31.91,3252
CN,120.3,31.58,3253
CN,120.3,31.58,3254
CN,120.3,31.57,3255
CN,120.29,31.55,3256
CN,120.46,31.52,3257
CN,120.3,31.57,3258
CN,120.28,31.55,3259
CN,119.82,31.38,3260
CN,119.82,31.37,3261
CN,120.3,31.57,3262
CN,120.31,31.58,3263
CN,120.37,31.49,3264
CN,120.31,31.59,3265
CN,120.32,31.66,3266
CN,120.35,31.54,3267
CN,120.31,31.59,3268
CN,120.28,31.5,3269
CN,120.3,31.68,3270
CN,120.36,31.54,3271
CN,120.3,31.58,3272
CN,120.98,31.4,3273
CN,120.98,31.38,3274
CN,120.96,31.35,3275
CN,121.06,31.38,3276
CN,120.95,31.38,3277
CN,121.15,31.29,3278
CN,120.95,31.36,3279
CN,120.91,31.38,3280
CN,120.96,31.37,3281
CN,120.97,31.38,3282
CN,120.85,31.11,3283
CN,120.96,31.38,3284
CN,120.98,31.4,3285
CN,120.96,31.38,3286
CN,120.97,31.35,3287
CN,118.79,32.02,3288
CN,120.71,31.32,3289
CN,120.25,31.9,3290
CN,120.3,31.92,3291
CN,120.27,31.9,3292
CN,119.92,32.48,3293
CN,119.92,32.5,3294
CN,119.92,32.47,3295
CN,119.9,32.39,3296
CN,119.92,32.49,3297
CN,119.93,32.5,3298
CN,119.84,32.93,3299
CN,121.18,31.9,3300
CN,118.52,33,3301
CN,119.03,33.6,3302
CN,119.05,33.6,3303
CN,119.5,31.39,3304
CN,120.16,33.34,3305
CN,120.12,33.38,3306
CN,120.18,33.32,3307
CN,120.15,33.36,3308
CN,120.32,32.86,3309
CN,120.14,33.38,3310
CN,120.73,31.26,3311
CN,120.72,31.32,3312
CN,120.6,31.31,3313
CN,120.69,31.36,3314
CN,120.55,31.26,3315
CN,120.77,31.67,3316
CN,120.6,31.26,3317
CN,120.64,31.28,3318
CN,120.76,31.33,3319
CN,120.64,31.12,3320
CN,120.73,31.32,3321
CN,120.54,31.84,3322
CN,120.69,31.3,3323
CN,120.65,31.31,3324
CN,120.67,31.28,3325
CN,120.71,31.32,3326
CN,120.75,31.27,3327
CN,120.63,31.27,3328
CN,120.85,31.03,3329
CN,120.6,31.31,3330
CN,120.67,31.32,3331
CN,120.63,31.3,3332
CN,120.63,31.31,3333
CN,120.63,31.31,3334
CN,120.55,31.86,3335
CN,120.61,31.19,3336
CN,120.67,31.31,3337
CN,120.61,31.25,3338
CN,120.61,31.3,3339
CN,120.62,31.34,3340
CN,120.66,31.32,3341
CN,120.62,30.9,3342
CN,120.72,31.3,3343
CN,120.62,31.31,3344
CN,120.87,31.27,3345
CN,120.63,31.31,3346
CN,120.63,31.14,3347
CN,120.52,31.26,3348
CN,120.72,31.32,3349
CN,120.56,31.29,3350
CN,120.68,31.32,3351
CN,120.62,31.35,3352
CN,120.6,31.3,3353
CN,120.42,31.34,3354
CN,120.96,31.4,3355
CN,120.73,31.32,3356
CN,120.66,31.32,3357
CN,120.56,31.42,3358
CN,120.52,31.28,3359
CN,120.71,31.32,3360
CN,120.78,31.31,3361
CN,120.72,31.32,3362
CN,120.76,31.32,3363
CN,120.76,31.38,3364
CN,120.61,31.33,3365
CN,120.56,31.3,3366
CN,120.66,31.31,3367
CN,120.62,31.31,3368
CN,120.64,31.42,3369
CN,120.63,31.27,3370
CN,120.72,31.26,3371
CN,120.74,31.3,3372
CN,120.72,31.33,3373
CN,120.53,31.37,3374
CN,120.7,31.32,3375
CN,120.53,31.26,3376
CN,120.67,31.32,3377
CN,120.62,31.3,3378
CN,120.6,31.3,3379
CN,120.62,31.31,3380
CN,120.67,31.32,3381
CN,121.13,31.45,3382
CN,120.61,31.33,3383
CN,120.82,31.34,3384
CN,120.74,31.31,3385
CN,120.54,31.86,3386
CN,120.61,31.36,3387
CN,120.55,31.31,3388
CN,120.55,31.3,3389
CN,120.54,31.28,3390
CN,120.72,31.29,3391
CN,120.55,31.28,3392
CN,120.63,31.27,3393
CN,120.55,31.3,3394
CN,120.52,31.28,3395
CN,120.6,31.32,3396
CN,120.62,31.37,3397
CN,120.57,31.29,3398
CN,120.55,31.3,3399
CN,120.42,31.34,3400
CN,119.19,34.6,3401
CN,119.37,34.74,3402
CN,119.18,34.6,3403
CN,119.22,34.62,3404
CN,119.57,31.99,3405
CN,119.47,32.22,3406
CN,119.45,32.2,3407
CN,119.44,32.2,3408
CN,119.45,32.13,3409
CN,119.01,31.81,3410
CN,119.45,32.21,3411
CN,119.61,32,3412
CN,119.58,31.99,3413
CN,120.26,32.01,3414
CN,120.27,32.02,3415
CN,119.46,32.79,3416
CN,120.16,30.26,3417
CN,120.04,30.28,3418
CN,120.14,30.31,3419
CN,120.12,30.31,3420
CN,121.57,29.83,3421
CN,120.93,30.82,3422
CN,120.55,30.65,3423
CN,119.66,29.11,3424
CN,119.81,28.89,3425
CN,121.43,29.3,3426
CN,121.15,30.03,3427
CN,121.9,29.48,3428
CN,120.66,28.01,3429
CN,122.12,30.02,3430
CN,120.88,30.02,3431
CN,120.87,30.03,3432
CN,120.24,29.27,3433
CN,119.92,28.45,3434
CN,119.92,28.46,3435
CN,121.14,28.85,3436
CN,121.14,28.86,3437
CN,120.08,29.31,3438
CN,120.07,29.31,3439
CN,120.98,28.11,3440
CN,121.18,30.07,3441
CN,119.45,29.21,3442
CN,121.43,28.65,3443
CN,121.41,28.65,3444
CN,121.44,28.67,3445
CN,121.26,28.63,3446
CN,121.42,28.64,3447
CN,121.03,29.14,3448
CN,121.37,28.59,3449
CN,121.4,28.62,3450
CN,121.37,28.59,3451
CN,121.38,28.58,3452
CN,121.23,28.88,3453
CN,120.67,30.5,3454
CN,120.69,30.76,3455
CN,120.93,30.84,3456
CN,120.71,30.76,3457
CN,120.67,30.62,3458
CN,120.8,30.74,3459
CN,120.95,30.54,3460
CN,120.55,30.63,3461
CN,120.75,30.76,3462
CN,120.69,30.5,3463
CN,120.89,30.95,3464
CN,120.68,30.62,3465
CN,120.89,30.94,3466
CN,120.73,30.76,3467
CN,120.68,30.52,3468
CN,120.92,30.84,3469
CN,121.41,29.67,3470
CN,121.41,29.66,3471
CN,121.57,29.88,3472
CN,121.57,29.83,3473
CN,121.59,29.87,3474
CN,121.55,29.87,3475
CN,121.55,29.8,3476
CN,121.55,29.82,3477
CN,121.56,29.87,3478
CN,121.55,29.83,3479
CN,121.64,29.89,3480
CN,121.55,29.88,3481
CN,121.55,29.8,3482
CN,121.56,29.88,3483
CN,121.44,29.3,3484
CN,121.84,29.9,3485
CN,121.56,29.87,3486
CN,121.62,29.86,3487
CN,121.55,29.87,3488
CN,121.44,29.3,3489
CN,121.55,29.81,3490
CN,121.53,29.91,3491
CN,121.55,29.81,3492
CN,121.57,29.87,3493
CN,121.83,29.9,3494
CN,121.55,29.87,3495
CN,121.54,29.87,3496
CN,121.57,29.83,3497
CN,121.56,29.81,3498
CN,121.55,29.86,3499
CN,121.62,29.89,3500
CN,121.56,29.87,3501
CN,121.54,29.8,3502
CN,121.51,29.85,3503
CN,121.55,29.87,3504
CN,121.43,29.3,3505
CN,121.5,29.93,3506
CN,121.56,29.87,3507
CN,121.85,29.91,3508
CN,121.54,29.83,3509
CN,121.59,29.87,3510
CN,121.55,29.87,3511
CN,121.56,29.88,3512
CN,121.61,29.91,3513
CN,121.55,29.81,3514
CN,121.59,29.86,3515
CN,121.56,29.87,3516
CN,121.55,29.83,3517
CN,121.16,30.05,3518
CN,121.57,29.88,3519
CN,121.55,29.87,3520
CN,121.9,29.46,3521
CN,121.53,29.9,3522
CN,121.57,29.87,3523
CN,121.13,30.03,3524
CN,121.55,29.89,3525
CN,121.54,29.85,3526
CN,121.56,29.8,3527
CN,121.63,29.93,3528
CN,121.58,29.81,3529
CN,121.27,30.17,3530
CN,121.25,30.17,3531
CN,121.26,30.17,3532
CN,121.24,30.17,3533
CN,121.21,30.18,3534
CN,120.05,30.25,3535
CN,120.16,30.27,3536
CN,120.22,30.21,3537
CN,120.14,30.32,3538
CN,120.27,30.18,3539
CN,120.12,30.33,3540
CN,120.21,30.24,3541
CN,120.18,30.22,3542
CN,120.14,30.27,3543
CN,120.14,30.27,3544
CN,120.21,30.21,3545
CN,120.21,30.24,3546
CN,120.11,30.24,3547
CN,120.33,30.31,3548
CN,120.21,30.18,3549
CN,120.21,30.25,3550
CN,120.19,30.23,3551
CN,120.3,30.42,3552
CN,120.2,30.21,3553
CN,120.21,30.29,3554
CN,120.08,30.33,3555
CN,120.16,30.25,3556
CN,120.13,30.28,3557
CN,120.23,30.35,3558
CN,120.29,30.34,3559
CN,120.16,30.25,3560
CN,120.17,30.25,3561
CN,120.11,30.29,3562
CN,119.71,30.22,3563
CN,120.17,30.23,3564
CN,120.25,30.2,3565
CN,120.35,30.31,3566
CN,120.35,30.31,3567
CN,119.69,29.8,3568
CN,120.06,30.36,3569
CN,120.13,30.25,3570
CN,120.22,30.25,3571
CN,120.17,30.28,3572
CN,120.21,30.29,3573
CN,120.16,30.25,3574
CN,120.22,30.25,3575
CN,120.08,30.15,3576
CN,119.28,29.47,3577
CN,120.21,30.25,3578
CN,120.21,30.26,3579
CN,120.2,30.2,3580
CN,120.12,30.34,3581
CN,120.13,30.27,3582
CN,120.02,30.28,3583
CN,120.18,30.19,3584
CN,120.16,30.25,3585
CN,120.03,30.36,3586
CN,120.15,30.26,3587
CN,120.1,30.29,3588
CN,120.09,30.27,3589
CN,120.2,30.24,3590
CN,120.07,30.29,3591
CN,120.16,30.27,3592
CN,120.25,30.18,3593
CN,120.19,30.29,3594
CN,120.21,30.29,3595
CN,120.21,30.29,3596
CN,120.33,30.3,3597
CN,120.13,30.25,3598
CN,119.04,29.62,3599
CN,120.44,30.24,3600
CN,120.16,30.28,3601
CN,120.17,30.29,3602
CN,119.8,29.84,3603
CN,120.2,30.26,3604
CN,120.17,30.27,3605
CN,120.11,30.3,3606
CN,120.15,30.28,3607
CN,120.18,30.33,3608
CN,120.11,30.3,3609
CN,120.12,30.29,3610
CN,120.18,30.28,3611
CN,120.14,30.27,3612
CN,120.17,30.19,3613
CN,120.12,30.28,3614
CN,120.2,30.26,3615
CN,120.17,30.26,3616
CN,120.16,30.26,3617
CN,120.16,30.26,3618
CN,120.18,30.29,3619
CN,120.16,30.28,3620
CN,120.16,30.25,3621
CN,120.09,30.34,3622
CN,120.05,30.25,3623
CN,120.11,30.27,3624
CN,120.27,30.17,3625
CN,120.26,30.18,3626
CN,120.18,30.21,3627
CN,120.16,30.27,3628
